is Send = 0 
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 66
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 67
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 68
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 69
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 70
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 71
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 72
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 73
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 74
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 75
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 76
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 77
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 78
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 79
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 80
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 81
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 82
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 83
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 84
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 85
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 86
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 87
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 88
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 89
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 90
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 91
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 92
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 93
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 94
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 95
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 96
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 97
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 98
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 99
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 100
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 101
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 102
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 103
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 104
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 105
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 106
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 107
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 108
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 109
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 110
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 111
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 112
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 113
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 114
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 115
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 116
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 117
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 118
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 119
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 120
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 121
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 122
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 123
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 124
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 125
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 126
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 127
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 128
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 129
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 130
Time while receiving 131
Time while receiving 131
Time while receiving 131
Time while receiving 131
Time while receiving 131
Time while receiving 131
Time while receiving 131
Time while receiving 131
